Symbol,Company Name,NSE Macro Sector,NSE Sector,NSE Industry,Heatmap Sector
LMW,LMW Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
LODHA,Lodha Developers Limited,Real Estate,Realty,Realty,Realty
LOKESHMACH,Lokesh Machines Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
LORDSCHLO,Lords Chloro Alkali Limited,Basic Materials,Chemicals,Chemicals,Chemicals
LOTUSDEV,Sri Lotus Developers and Realty Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
LPDC,Landmark Property Development Company Limited,Real Estate,Realty,Real Estate Services,Realty
LT,Larsen & Toubro Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
LTF,L&T Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
LTFOODS,LT Foods Limited,Consumer Defensive,FMCG,Food Processing,FMCG
LTIM,LTIMindtree Limited,Technology,IT Services & Consulting,IT Services,IT
LTTS,L&T Technology Services Limited,Technology,IT Services & Consulting,IT Services,IT
LUMAXIND,Lumax Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
LUPIN,Lupin Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
LUXIND,Lux Industries Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,Chemicals,Chemicals,Chemicals
LYKALABS,Lyka Labs Limited,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Automobile,Automobile,Auto
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
MAANALU,Maan Aluminium Limited,Basic Materials,Metals,Aluminium,Metals & Mining
MACPOWER,Macpower CNC Machines Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
MADHAV,Madhav Marbles and Granites Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
MADHUCON,Madhucon Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
MADRASFERT,Madras Fertilizers Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
MAGADSUGAR,Magadh Sugar & Energy Limited,Consumer Defensive,FMCG,Confectioners,FMCG
MAGNUM,Magnum Ventures Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
MAHABANK,Bank of Maharashtra,Financial Services,Banking,Banks,Banking & Finance
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,Finance,Credit Services,Banking & Finance
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,Metals,Steel,Metals & Mining
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Capital Goods,Farm & Heavy Construction Machinery,Capital Goods
MAHESHWARI,Maheshwari Logistics Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,Realty,Real Estate,Realty
MAHLOG,Mahindra Logistics Limited,Industrials,Logistics,Logistics,Logistics
MAHSCOOTER,Maharashtra Scooters Limited,Financial Services,Finance,Financial Services,Banking & Finance
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
MAITHANALL,Maithan Alloys Limited,Basic Materials,Metals,Steel,Metals & Mining
MALLCOM,Mallcom (India) Limited,Industrials,Services,Security & Protection Services,Services
MALUPAPER,Malu Paper Mills Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
MAMATA,Mamata Machinery Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,Metals,Aluminium,Metals & Mining
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
MANAKSIA,Manaksia Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
MANAKSTEEL,Manaksia Steels Limited,Basic Materials,Metals,Steel,Metals & Mining
MANALIPETC,Manali Petrochemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
MANAPPURAM,Manappuram Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
MANBA,Manba Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,Finance,Credit Services,Banking & Finance
MANGALAM,Mangalam Drugs And Organics Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
MANGLMCEM,Mangalam Cement Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
MANINDS,Man Industries (India) Limited,Basic Materials,Metals,Steel,Metals & Mining
MANINFRA,Man Infraconstruction Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
MANKIND,Mankind Pharma Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MANORAMA,Manorama Industries Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
MANORG,Mangalam Organics Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
MANUGRAPH,Manugraph India Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Textile,Fashion & Textile,Textiles & Apparel
MAPMYINDIA,C.E. Info Systems Limited,Technology,IT Services & Consulting,IT Services,IT
MARALOVER,Maral Overseas Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MARATHON,Marathon Nextgen Realty Limited,Real Estate,Realty,Real Estate Development,Realty
MARICO,Marico Limited,Consumer Defensive,FMCG,FMCG,FMCG
MARINE,Marine Electricals (India) Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
MARKOLINES,Markolines Pavement Technologies Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
MARKSANS,Marksans Pharma Limited,Healthcare,Pharma,Drug Manufacturers - General,Pharma & Healthcare
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Automobile,Automobile,Auto
MASFIN,MAS Financial Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
MASKINVEST,Mask Investments Limited,Financial Services,Finance,Capital Markets,Banking & Finance
MASTEK,Mastek Limited,Technology,IT Services & Consulting,IT Services,IT
MASTERTR,Master Trust Limited,Financial Services,Finance,Capital Markets,Banking & Finance
MATRIMONY,Matrimony.Com Limited,Technology,Software,Internet Services,IT
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,FMCG,Confectioners,FMCG
MAXESTATES,Max Estates Limited,Real Estate,Realty,Real Estate Development,Realty
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
MAXIND,Max India Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
MAYURUNIQ,Mayur Uniquoters Ltd,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MAZDA,Mazda Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
MBEL,M & B Engineering Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
MBLINFRA,MBL Infrastructure Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
MCL,Madhav Copper Limited,Basic Materials,Metals,Copper,Metals & Mining
MCLEODRUSS,Mcleod Russel India Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
MCLOUD,Magellanic Cloud Limited,Technology,IT Services & Consulting,IT Services,IT
MCX,Multi Commodity Exchange of India Limited,Financial Services,Finance,Financial Services,Banking & Finance
MEDANTA,Global Health Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
MEDIASSIST,Medi Assist Healthcare Services Limited,Healthcare,Healthcare Services,Healthcare Plans,Pharma & Healthcare
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
MEDICO,Medico Remedies Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
MEDPLUS,Medplus Health Services Limited,Healthcare,Healthcare Services,Pharmaceutical Retailers,Pharma & Healthcare
MEESHO,Meesho Limited,Technology,Software,Internet Services,IT
MEGASOFT,Megasoft Limited,Industrials,Defence,Aerospace & Defence,Defence & Aerospace
MEGASTAR,Megastar Foods Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
MEIL,Mangal Electrical Industries Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
MENONBE,Menon Bearings Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
MEP,MEP Infrastructure Developers Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
METROBRAND,Metro Brands Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
MFML,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MFSL,Max Financial Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
MGEL,Mangalam Global Enterprise Limited,Consumer Defensive,FMCG,Farm Products,FMCG
MGL,Mahanagar Gas Limited,Energy,Oil & Gas,Oil & Gas,Oil & Gas
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Hospitality,Hospitality,Hospitality & Travel
MICEL,MIC Electronics Limited,Technology,Hardware,Electronic Components,IT
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,Metals,Steel,Metals & Mining
MIDWESTLTD,Midwest Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
MINDACORP,Minda Corporation Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
MINDTECK,Mindteck (India) Limited,Technology,IT Services & Consulting,IT Services,IT
MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
MIRZAINT,Mirza International Limited,Consumer Cyclical,Textile,Fashion & Textile,Textiles & Apparel
MITCON,MITCON Consultancy & Engineering Services Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
MITTAL,Mittal Life Style Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MKPL,M K Proteins Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
MMFL,MM Forgings Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
MMP,MMP Industries Limited,Basic Materials,Metals,Aluminium,Metals & Mining
MMTC,MMTC Limited,Industrials,Services,Diversified Services,Services
MOBIKWIK,One Mobikwik Systems Limited,Technology,Software,Software - Infrastructure,IT
MODINATUR,Modi Naturals Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
MODIRUBBER,Modi Rubber Limited,Real Estate,Realty,Real Estate Services,Realty
MODIS,Modis Navnirman Limited,Real Estate,Realty,Real Estate Development,Realty
MODISONLTD,MODISON LIMITED,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MOHITIND,Mohit Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
MOIL,MOIL Limited,Basic Materials,Metals,Industrial Metals & Mining,Metals & Mining
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
MOL,Meghmani Organics Limited,Basic Materials,Chemicals,Chemicals,Chemicals
MOLDTECH,Mold-Tek Technologies Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
MONARCH,Monarch Networth Capital Limited,Financial Services,Finance,Capital Markets,Banking & Finance
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
MOSCHIP,Moschip Technologies Limited,Technology,Hardware,Semiconductor Equipment,IT
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
MOTISONS,Motisons Jewellers Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
MOTOGENFIN,The Motor & General Finance Limited,Real Estate,Realty,Real Estate Services,Realty
MPHASIS,MphasiS Limited,Technology,IT Services & Consulting,IT Services,IT
MPSLTD,MPS Limited,Technology,Software,Content Development,IT
MRF,MRF Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
MSPL,MSP Steel & Power Limited,Basic Materials,Metals,Steel,Metals & Mining
MSTCLTD,Mstc Limited,Industrials,Diversified,Conglomerates,Capital Goods
MSUMI,Motherson Sumi Wiring India Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
MTARTECH,Mtar Technologies Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
MTEDUCARE,MT Educare Limited,Consumer Defensive,Education,Education & Training,Services
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
MUFIN,Mufin Green Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
MUFTI,Credo Brands Marketing Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
MUKANDLTD,Mukand Limited,Basic Materials,Metals,Steel,Metals & Mining
MUKKA,Mukka Proteins Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
MUKTAARTS,Mukta Arts Limited,Communication Services,Media,Entertainment,Media & Telecom
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
MURUDCERA,Murudeshwar Ceramics Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Finance,Credit Services,Banking & Finance
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
MUTHOOTMF,Muthoot Microfin Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
MWL,Mangalam Worldwide Limited,Basic Materials,Metals,Steel,Metals & Mining
NACLIND,NACL Industries Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial Services,Finance,Asset Management,Banking & Finance
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Finance,Financial Services,Banking & Finance
NARMADA,Narmada Agrobase Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
NATCAPSUQ,Natural Capsules Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
NATCOPHARM,Natco Pharma Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
NATIONALUM,National Aluminium Company Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
NAUKRI,Info Edge (India) Limited,Technology,Software,Internet Services,IT
NAVA,NAVA LIMITED,Basic Materials,Metals,Metals & Mining,Metals & Mining
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,Chemicals,Chemicals
NAVKARCORP,Navkar Corporation Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
NAVKARURB,Navkar Urbanstructure Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
NAVNETEDUL,Navneet Education Limited,Communication Services,Media,Publishing,Media & Telecom
NAZARA,Nazara Technologies Limited,Communication Services,Media,Electronic Gaming,Media & Telecom
NBCC,NBCC (India) Limited,Real Estate,Realty,Construction,Realty
NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Services,Finance,Capital Markets,Banking & Finance
NCC,NCC Limited,Real Estate,Realty,Construction,Realty
NCLIND,NCL Industries Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
NDGL,Naga Dhunseri Group Limited,Financial Services,Finance,Capital Markets,Banking & Finance
NDL,Nandan Denim Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
NDLVENTURE,NDL Ventures Limited,Communication Services,Media,Entertainment,Media & Telecom
NDRAUTO,Ndr Auto Components Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
NDTV,New Delhi Television Limited,Communication Services,Media,Broadcasting,Media & Telecom
NECCLTD,North Eastern Carrying Corporation Limited,Industrials,Logistics,Trucking,Logistics
NECLIFE,Nectar Lifesciences Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
NELCAST,Nelcast Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
NELCO,NELCO Limited,Technology,Hardware,Communication Equipment,IT
NEOGEN,Neogen Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
NEPHROPLUS,Nephrocare Health Services Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
NESCO,Nesco Limited,Industrials,Diversified,Conglomerates,Capital Goods
NESTLEIND,Nestle India Limited,Consumer Defensive,FMCG,Food Processing,FMCG
NETWEB,Netweb Technologies India Limited,Technology,IT Services & Consulting,IT Services,IT
NETWORK18,Network18 Media & Investments Limited,Communication Services,Media,Entertainment,Media & Telecom
NEULANDLAB,Neuland Laboratories Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
NEWGEN,Newgen Software Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
NEXTMEDIA,Next Mediaworks Limited,Communication Services,Media,Broadcasting,Media & Telecom
NFL,National Fertilizers Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
NGLFINE,NGL Fine-Chem Limited,Healthcare,Pharma,Drug Manufacturers - General,Pharma & Healthcare
NH,Narayana Hrudayalaya Ltd.,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
NHPC,NHPC Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
NIACL,The New India Assurance Company Limited,Financial Services,Finance,Financial Services,Banking & Finance
NIBE,NIBE Limited,Industrials,Diversified,Conglomerates,Capital Goods
NIBL,NRB Industrial Bearings Limited,Industrials,Capital Goods,Tools & Accessories,Capital Goods
NIITLTD,NIIT Limited,Consumer Defensive,Education,Education & Training,Services
NIITMTS,NIIT Learning Systems Limited,Consumer Defensive,Education,Education & Training,Services
NILAINFRA,Nila Infrastructures Limited,Real Estate,Realty,Real Estate Development,Realty
NILASPACES,Nila Spaces Limited,Real Estate,Realty,Real Estate Development,Realty
NILKAMAL,Nilkamal Limited,Consumer Cyclical,Consumer Goods,Furniture & Furnishing,Consumer Goods
NINSYS,NINtec Systems Limited,Technology,IT Services & Consulting,IT Services,IT
NIPPOBATRY,Indo-National Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
NIRAJ,Niraj Cement Structurals Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
NIRAJISPAT,Niraj Ispat Industries Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
NITCO,Nitco Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
NITIRAJ,Nitiraj Engineers Limited,Technology,Hardware,Scientific & Technical Instruments,IT
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance,Insurance,Banking & Finance
NKIND,NK Industries Limited,Consumer Defensive,FMCG,Household & Personal Products,FMCG
NLCINDIA,NLC India Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
NMDC,NMDC Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
NOCIL,NOCIL Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
NOIDATOLL,Noida Toll Bridge Company Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,FMCG,Farm Products,FMCG
NORTHARC,Northern Arc Capital Limited,Financial Services,Finance,Credit Services,Banking & Finance
NOVAAGRI,Nova Agritech Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
NPST,Network People Services Technologies Limited,Technology,Software,Software - Application,IT
NRAIL,N R Agarwal Industries Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
NRBBEARING,NRB Bearing Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
NRL,Nupur Recyclers Limited,Industrials,Environment,Waste Management,Capital Goods
NSIL,Nalwa Sons Investments Limited,Financial Services,Finance,Asset Management,Banking & Finance
NSLNISP,NMDC Steel Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
NTPC,NTPC Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
NTPCGREEN,NTPC Green Energy Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
NUCLEUS,Nucleus Software Exports Limited,Technology,Software,Software Products,IT
NURECA,Nureca Limited,Healthcare,Medical Devices,Medical Devices,Pharma & Healthcare
NUVAMA,Nuvama Wealth Management Limited,Financial Services,Finance,Financial Services,Banking & Finance
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Cement & Materials,Construction Materials,Cement & Building
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Services,Consumer Services,Services
OAL,Oriental Aromatics Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
OBCL,Orissa Bengal Carrier Limited,Industrials,Logistics,Trucking,Logistics
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Realty,Real Estate,Realty
OCCLLTD,OCCL Limited,Basic Materials,Chemicals,Chemicals,Chemicals
ODIGMA,Odigma Consultancy Solutions Limited,Communication Services,Media,Advertising Agencies,Media & Telecom
OFSS,Oracle Financial Services Software Limited,Technology,IT Services & Consulting,IT Services,IT
OIL,Oil India Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil & Gas,Oil & Gas Equipment & Services,Oil & Gas
OLAELEC,Ola Electric Mobility Limited,Consumer Cyclical,Automobile,Automobile,Auto
OLECTRA,Olectra Greentech Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
OMAXE,Omaxe Limited,Real Estate,Realty,Real Estate,Realty
OMFREIGHT,Om Freight Forwarders Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
OMINFRAL,OM INFRA LIMITED,Industrials,Capital Goods,Engineering & Construction,Capital Goods
OMKARCHEM,Omkar Speciality Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,Finance,Capital Markets,Banking & Finance
ONEPOINT,One Point One Solutions Limited,Industrials,Services,Specialty Business Services,Services
ONESOURCE,Onesource Specialty Pharma Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
ONGC,Oil & Natural Gas Corporation Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
ONMOBILE,OnMobile Global Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
ONWARDTEC,Onward Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
OPTIEMUS,Optiemus Infracom Limited,Technology,Hardware,Electronics & Computer Distribution,IT
ORBTEXP,Orbit Exports Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
ORCHASP,Orchasp Limited,Technology,Software,Software - Application,IT
ORCHPHARMA,Orchid Pharma Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
ORIENTALTL,Oriental Trimex Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
ORIENTBELL,Orient Bell Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
ORIENTCEM,Orient Cement Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
ORIENTCER,ORIENT CERATECH LIMITED,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
ORIENTELEC,Orient Electric Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
ORIENTLTD,Orient Press Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
ORIENTTECH,Orient Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,Metals,Industrial Metals & Mining,Metals & Mining
ORKLAINDIA,Orkla India Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
ORTINGLOBE,ORTIN GLOBAL LIMITED,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
OSIAHYPER,Osia Hyper Retail Limited,Consumer Cyclical,Retail,Department Stores,Consumer Goods
OSWALAGRO,Oswal Agro Mills Limited,Real Estate,Realty,Real Estate Development,Realty
OSWALGREEN,Oswal Greentech Limited,Financial Services,Finance,Asset Management,Banking & Finance
OSWALPUMPS,Oswal Pumps Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
PACEDIGITK,Pace Digitek Limited,Technology,Hardware,Communication Equipment,IT
